Date,Close/Last,Volume,Open,High,Low
11/22/2023,$48.08,17311340,$48.08,$48.35,$47.945
11/21/2023,$47.80,21510480,$48.27,$48.35,$47.66
11/20/2023,$48.27,27425670,$47.56,$48.37,$47.55
11/17/2023,$47.755,32337440,$48.05,$48.36,$47.73
11/16/2023,$48.04,79057820,$47.41,$48.06,$46.20
11/15/2023,$53.28,32188150,$53.27,$53.43,$53.035
11/14/2023,$53.17,18330970,$52.47,$53.37,$52.47
11/13/2023,$52.23,14931550,$52.48,$52.6401,$52.09
11/10/2023,$52.59,17373580,$52.25,$52.63,$51.93
11/09/2023,$52.00,21039430,$52.12,$52.57,$51.75
11/08/2023,$53.00,13633770,$53.39,$53.50,$52.77
11/07/2023,$53.13,15153110,$53.34,$53.44,$52.97
11/06/2023,$53.29,15429620,$52.97,$53.30,$52.875
11/03/2023,$53.01,17645130,$53.26,$53.45,$52.63
11/02/2023,$52.75,17459680,$52.32,$52.80,$52.18
11/01/2023,$52.19,14300650,$52.04,$52.28,$51.80
10/31/2023,$52.13,13509300,$51.75,$52.17,$51.68
10/30/2023,$51.57,13322430,$51.35,$51.64,$51.09
10/27/2023,$51.56,13333930,$51.64,$52.15,$51.40
10/26/2023,$51.37,17594540,$51.8735,$52.13,$51.3113
10/25/2023,$52.40,14384690,$53.11,$53.37,$52.325
10/24/2023,$53.01,14824180,$52.26,$53.05,$52.055
10/23/2023,$52.20,17760040,$52.82,$52.85,$52.16
10/20/2023,$52.93,23888740,$53.39,$53.59,$52.80
10/19/2023,$53.32,16325600,$53.76,$53.93,$53.20
10/18/2023,$53.77,13087340,$53.79,$54.185,$53.60
10/17/2023,$53.94,17105930,$53.79,$53.98,$53.17
10/16/2023,$54.16,11736610,$54.07,$54.585,$54.0404
10/13/2023,$53.77,14413850,$53.88,$54.12,$53.44
10/12/2023,$53.85,11846120,$54.02,$54.22,$53.51
10/11/2023,$53.66,12658050,$53.93,$54.125,$53.345
10/10/2023,$53.87,13105620,$53.96,$54.09,$53.65
10/09/2023,$53.92,10163600,$53.35,$53.96,$53.25
10/06/2023,$53.45,15665550,$52.99,$53.745,$52.7371
10/05/2023,$53.07,14929530,$53.40,$53.47,$52.58
10/04/2023,$53.45,17008960,$53.66,$53.845,$53.22
10/03/2023,$53.65,15700580,$53.86,$53.89,$53.35
10/02/2023,$54.39,13934000,$53.84,$54.40,$53.81
09/29/2023,$53.76,13951240,$54.16,$54.20,$53.50
09/28/2023,$53.88,17204420,$53.37,$54.19,$53.35
09/27/2023,$53.20,15845520,$52.89,$53.37,$52.53
09/26/2023,$52.71,15618420,$53.18,$53.295,$52.58
09/25/2023,$53.48,14224390,$53.46,$53.68,$53.16
09/22/2023,$53.57,17870180,$53.40,$53.825,$53.20
09/21/2023,$53.34,37440280,$53.41,$54.10,$52.85
09/20/2023,$55.50,12221680,$55.95,$56.05,$55.435
09/19/2023,$55.84,10748900,$56.18,$56.21,$55.46
09/18/2023,$56.11,11824980,$56.01,$56.275,$55.83
09/15/2023,$56.04,44029150,$56.31,$56.39,$55.54
09/14/2023,$56.37,15760270,$56.42,$56.47,$56.08
09/13/2023,$56.28,13092200,$56.32,$56.529,$56.08
09/12/2023,$56.39,13916090,$56.65,$56.86,$56.34
09/11/2023,$56.84,15842490,$56.72,$56.965,$56.44
09/08/2023,$56.67,13993110,$56.76,$57.07,$56.56
09/07/2023,$56.79,14762100,$56.97,$57.09,$56.66
09/06/2023,$57.16,11380420,$57.10,$57.47,$57.07
09/05/2023,$57.26,13884960,$57.82,$57.82,$57.23
09/01/2023,$57.84,14080410,$57.39,$58.185,$57.39
08/31/2023,$57.35,22619680,$57.10,$57.5286,$56.89
08/30/2023,$56.81,12145390,$56.63,$56.91,$56.535
08/29/2023,$56.56,17859120,$56.35,$56.80,$56.11
08/28/2023,$56.20,15189850,$55.89,$56.28,$55.68
08/25/2023,$55.70,15731770,$55.25,$55.87,$55.25
08/24/2023,$55.24,17586350,$56.32,$56.475,$55.21
08/23/2023,$55.98,18250000,$55.61,$56.20,$55.40
08/22/2023,$55.46,15665990,$55.48,$55.82,$55.28
08/21/2023,$55.44,18283190,$55.20,$55.79,$55.15
08/18/2023,$55.04,28839760,$54.63,$55.46,$54.62
08/17/2023,$54.73,45278040,$54.44,$55.835,$54.37
08/16/2023,$52.96,26470180,$53.19,$53.52,$52.87
08/15/2023,$53.35,20173360,$53.62,$53.7289,$53.18
08/14/2023,$53.88,20707310,$53.80,$54.13,$53.72
08/11/2023,$53.79,14344470,$53.35,$53.945,$53.185
