Date,Close/Last,Volume,Open,High,Low
08/10/2023,$53.37,16329460,$53.41,$54.14,$53.17
08/09/2023,$52.99,18765520,$52.90,$53.45,$52.66
08/08/2023,$53.06,12224770,$52.66,$53.13,$52.355
08/07/2023,$53.01,11327900,$52.97,$53.065,$52.682
08/04/2023,$52.63,12266940,$52.88,$53.32,$52.54
08/03/2023,$53.15,15193560,$52.49,$53.27,$52.24
08/02/2023,$52.58,17694350,$52.38,$53.11,$52.32
08/01/2023,$52.66,15287770,$52.57,$52.78,$52.305
07/31/2023,$52.04,14195970,$51.84,$52.18,$51.74
07/28/2023,$52.09,27493040,$52.062,$52.42,$51.77
07/27/2023,$53.00,15795510,$53.60,$53.885,$52.855
07/26/2023,$53.22,13563650,$53.54,$53.65,$52.96
07/25/2023,$53.60,16136560,$53.19,$53.76,$53.11
07/24/2023,$53.11,18394420,$52.69,$53.31,$52.67
07/21/2023,$52.63,51284800,$52.745,$52.995,$52.525
07/20/2023,$52.37,22784430,$52.06,$52.87,$51.915
07/19/2023,$52.43,21744960,$52.21,$52.44,$51.70
07/18/2023,$51.24,16434160,$50.98,$51.37,$50.8525
07/17/2023,$50.81,16141050,$50.20,$50.95,$50.14
07/14/2023,$50.38,19566590,$50.42,$50.97,$50.055
07/13/2023,$51.53,17864780,$50.69,$51.62,$50.65
07/12/2023,$50.74,26332530,$51.56,$51.93,$50.5319
07/11/2023,$52.12,15002730,$51.57,$52.1475,$51.54
07/10/2023,$51.40,19046470,$51.07,$51.50,$51.02
07/07/2023,$50.99,15580380,$51.00,$51.65,$50.74
07/06/2023,$51.11,13933190,$51.065,$51.19,$50.65
07/05/2023,$51.51,14952220,$50.97,$51.57,$50.925
07/03/2023,$51.82,7336040,$51.36,$51.83,$51.33
06/30/2023,$51.74,18188310,$51.88,$52.26,$51.52
06/29/2023,$51.21,14246000,$50.86,$51.27,$50.82
06/28/2023,$50.87,11387580,$50.78,$51.015,$50.44
06/27/2023,$50.86,12980980,$50.31,$51.04,$50.25
06/26/2023,$50.21,13032100,$50.305,$50.80,$50.18
06/23/2023,$50.33,16544580,$50.64,$50.72,$50.09
06/22/2023,$51.12,14996300,$50.65,$51.14,$50.4291
06/21/2023,$50.85,16939640,$51.38,$51.40,$50.82
06/20/2023,$51.55,20140400,$51.94,$52.08,$51.47
06/16/2023,$52.07,37134420,$52.20,$52.405,$51.93
06/15/2023,$51.93,22496850,$50.905,$52.07,$50.83
06/14/2023,$50.96,16630750,$50.80,$51.22,$50.63
06/13/2023,$50.80,24035530,$50.685,$50.94,$50.45
06/12/2023,$50.48,15497670,$49.915,$50.51,$49.67
06/09/2023,$49.66,12173940,$49.532,$49.97,$49.365
06/08/2023,$49.68,13289080,$49.92,$50.00,$49.57
06/07/2023,$49.78,15950610,$49.70,$50.14,$49.65
06/06/2023,$49.81,16029600,$49.79,$49.91,$49.14
06/05/2023,$50.21,13964140,$50.22,$50.58,$50.04
06/02/2023,$50.02,19155370,$49.87,$50.25,$49.73
06/01/2023,$49.74,17816970,$49.76,$50.085,$49.2609
05/31/2023,$49.67,51990280,$49.91,$50.025,$49.605
05/30/2023,$50.17,19074760,$49.99,$50.485,$49.74
05/26/2023,$49.86,19825590,$49.11,$50.09,$49.11
05/25/2023,$49.03,21716990,$47.77,$49.23,$47.72
05/24/2023,$48.41,15452950,$48.95,$49.00,$48.174
05/23/2023,$48.91,17645880,$48.61,$49.35,$48.60
05/22/2023,$48.82,18667480,$49.11,$49.229,$48.77
05/19/2023,$49.13,28564110,$48.43,$49.34,$48.40
05/18/2023,$48.20,41475720,$45.76,$48.245,$45.70
05/17/2023,$47.63,29325950,$47.15,$47.76,$47.0125
05/16/2023,$46.92,16500040,$47.24,$47.33,$46.80
05/15/2023,$47.10,13204410,$46.80,$47.26,$46.56
05/12/2023,$46.71,14097460,$46.28,$46.81,$46.28
05/11/2023,$46.37,12522130,$46.83,$46.85,$46.20
05/10/2023,$46.71,15625290,$46.70,$46.93,$46.15
05/09/2023,$46.47,15221930,$45.98,$46.515,$45.92
05/08/2023,$46.34,12000030,$46.44,$46.52,$46.09
05/05/2023,$46.25,14317400,$46.12,$46.36,$45.92
05/04/2023,$45.70,17748930,$45.77,$45.93,$45.555
05/03/2023,$45.96,20765710,$46.42,$46.55,$45.86
05/02/2023,$46.36,20175130,$46.905,$47.08,$46.06
05/01/2023,$47.34,13122320,$47.20,$47.52,$47.125
04/28/2023,$47.25,19664960,$46.685,$47.26,$46.61
04/27/2023,$46.56,22845420,$46.78,$46.80,$45.97
04/26/2023,$46.54,22390500,$46.76,$46.85,$46.425
04/25/2023,$47.09,20281550,$47.37,$47.43,$46.805
04/24/2023,$47.39,17359900,$47.05,$47.45,$47.00
04/21/2023,$47.03,20861010,$46.565,$47.115,$46.24
04/20/2023,$46.58,39769410,$47.61,$47.65,$46.36
04/19/2023,$48.04,30466700,$49.23,$49.27,$47.99
04/18/2023,$50.31,15203630,$50.38,$50.69,$50.07
04/17/2023,$50.28,12042330,$50.56,$50.675,$50.05
04/14/2023,$50.54,12360100,$50.52,$50.85,$50.20
04/13/2023,$50.80,15451870,$50.21,$50.83,$50.09
04/12/2023,$50.11,16100650,$50.82,$50.95,$50.05
04/11/2023,$50.62,15957900,$51.12,$51.30,$50.52
04/10/2023,$51.33,10177650,$51.11,$51.40,$50.875
04/06/2023,$51.27,14749040,$50.92,$51.564,$50.725
04/05/2023,$51.82,13797930,$52.07,$52.29,$51.68
04/04/2023,$51.82,13599900,$52.03,$52.12,$51.43
04/03/2023,$52.31,16884640,$52.06,$52.56,$51.99
03/31/2023,$52.275,20588800,$51.44,$52.35,$51.39
03/30/2023,$51.43,11754580,$51.58,$51.68,$51.125
03/29/2023,$51.17,18463400,$50.725,$51.27,$50.64
03/28/2023,$50.39,11124350,$50.32,$50.595,$50.27
03/27/2023,$50.54,15857210,$50.70,$50.95,$50.48
03/24/2023,$50.51,19439420,$49.90,$50.55,$49.495
03/23/2023,$49.73,17775360,$49.56,$50.25,$49.405
03/22/2023,$49.46,21399350,$50.74,$50.75,$49.42
03/21/2023,$50.67,23334040,$51.205,$51.33,$50.33
03/20/2023,$50.94,22699750,$50.22,$51.04,$50.01
03/17/2023,$50.19,47642680,$50.26,$50.55,$49.735
03/16/2023,$50.12,21427590,$48.68,$50.29,$48.51
03/15/2023,$49.06,17355070,$48.37,$49.11,$48.37
03/14/2023,$49.05,17679560,$48.68,$49.255,$48.505
03/13/2023,$48.41,20280770,$48.53,$48.88,$48.12
03/10/2023,$48.56,16338210,$48.89,$49.17,$48.30
03/09/2023,$48.81,12497690,$49.30,$49.69,$48.705
03/08/2023,$49.11,12055540,$49.02,$49.27,$48.74
03/07/2023,$48.91,17506590,$49.57,$49.755,$48.63
03/06/2023,$49.42,13878360,$49.455,$49.81,$49.24
03/03/2023,$49.28,15969870,$48.99,$49.36,$48.815
03/02/2023,$48.53,18283180,$48.32,$48.63,$48.12
03/01/2023,$48.34,13449320,$48.44,$48.59,$48.02
02/28/2023,$48.42,16622430,$48.81,$48.93,$48.38
02/27/2023,$48.73,14776420,$48.95,$49.335,$48.55
02/24/2023,$48.48,17251580,$48.805,$48.90,$48.165
02/23/2023,$49.21,14066190,$49.535,$49.68,$48.55
02/22/2023,$49.31,20301890,$49.85,$49.85,$48.89
02/21/2023,$49.69,25100480,$50.71,$50.76,$49.62
02/17/2023,$50.77,25321410,$51.325,$51.44,$50.60
02/16/2023,$50.99,48125250,$49.99,$51.74,$49.80
02/15/2023,$48.45,27319960,$47.50,$48.52,$47.33
02/14/2023,$47.70,19134350,$47.78,$48.00,$47.18
02/13/2023,$47.86,19422110,$47.45,$47.99,$47.39
02/10/2023,$47.26,17397290,$46.70,$47.32,$46.64
02/09/2023,$46.73,18598420,$47.225,$47.41,$46.43
02/08/2023,$46.96,18905530,$47.38,$47.54,$46.77
02/07/2023,$47.84,16675160,$47.24,$48.145,$46.97
02/06/2023,$47.57,13991570,$48.07,$48.28,$47.515
02/03/2023,$48.63,17979960,$49.30,$49.30,$48.505
02/02/2023,$49.32,17883770,$48.53,$49.56,$48.355
02/01/2023,$48.57,19639430,$48.39,$48.90,$47.505
01/31/2023,$48.67,16821700,$48.12,$48.69,$48.05
01/30/2023,$48.22,19261940,$48.14,$48.50,$48.12
01/27/2023,$48.51,13414780,$48.10,$48.73,$47.97
01/26/2023,$48.34,12952660,$48.15,$48.465,$47.83
01/25/2023,$47.98,14638660,$47.98,$48.079,$47.23
01/24/2023,$47.81,14872690,$47.49,$48.015,$47.055
01/23/2023,$47.50,15180550,$46.895,$47.87,$46.81
01/20/2023,$46.78,21847200,$46.06,$46.83,$45.67
01/19/2023,$46.46,19118550,$46.95,$47.05,$46.39
01/18/2023,$46.90,19882210,$48.185,$48.27,$46.8903
01/17/2023,$48.08,19290750,$48.92,$48.94,$47.95
01/13/2023,$48.88,12649390,$48.56,$49.02,$48.42
01/12/2023,$49.00,14241690,$49.21,$49.43,$48.85
01/11/2023,$49.21,12530860,$48.83,$49.23,$48.70
01/10/2023,$48.81,12474440,$48.80,$49.21,$48.59
01/09/2023,$48.58,13937950,$48.255,$49.21,$48.22
01/06/2023,$48.32,20823080,$47.46,$48.585,$47.275
01/05/2023,$46.88,17372060,$47.49,$47.49,$46.76
01/04/2023,$47.55,18339810,$48.28,$48.48,$47.17
01/03/2023,$47.94,17718890,$47.86,$48.05,$47.31
12/30/2022,$47.64,13199820,$47.27,$47.67,$46.95
12/29/2022,$47.50,11396470,$47.26,$47.74,$47.26
12/28/2022,$47.07,9847362,$47.69,$47.77,$46.98
12/27/2022,$47.53,12066170,$47.67,$47.71,$47.215
12/23/2022,$47.48,9554363,$47.25,$47.49,$47.01
12/22/2022,$47.32,23119120,$47.49,$47.49,$46.685
12/21/2022,$47.66,15599590,$47.69,$47.96,$47.42
12/20/2022,$47.37,15086160,$47.41,$47.56,$46.79
12/19/2022,$47.40,17986270,$47.66,$47.96,$47.14
12/16/2022,$47.81,66125390,$47.41,$48.00,$47.08
12/15/2022,$48.15,19373090,$48.96,$49.05,$47.74
12/14/2022,$49.30,19050350,$49.74,$50.06,$48.82
12/13/2022,$49.64,22705890,$50.33,$50.71,$49.23
12/12/2022,$49.30,15425340,$48.80,$49.32,$48.37
12/09/2022,$48.46,14303160,$49.10,$49.17,$48.44
12/08/2022,$48.99,16015800,$48.66,$49.20,$48.62
12/07/2022,$48.18,15171820,$48.40,$48.55,$48.06
12/06/2022,$48.59,15443790,$49.44,$49.44,$48.261
12/05/2022,$49.33,13795900,$49.55,$49.64,$49.165
12/02/2022,$49.70,12325140,$49.23,$49.84,$48.915
12/01/2022,$49.97,18559510,$49.88,$50.46,$49.69
11/30/2022,$49.72,29919730,$48.17,$49.83,$47.96
11/29/2022,$48.28,13779540,$48.25,$48.41,$47.84
11/28/2022,$48.08,14978280,$48.29,$48.47,$47.92
11/25/2022,$48.40,8492585,$48.75,$49.05,$48.345
